Age,Gender,Country,City,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Churned,Signup_Quarter
66.0,Male,USA,Houston,3.8,20.0,18.9,9.9,57.6,4.0,11.7,171.99,3.0,,7.1,7.2,7.0,2.0,28.1,13.2,2.0,1784.34,909.0,0,Q4
42.0,Female,USA,Houston,4.6,6.0,18.4,8.5,47.9,4.0,11.0,77.95,29.0,33.9,2.3,23.7,6.0,4.0,49.5,15.6,2.0,821.07,1474.0,0,Q1
58.0,Male,UK,Leeds,0.3,14.0,26.1,7.3,69.8,5.0,9.0,87.98,7.0,58.3,13.2,23.4,8.0,1.0,,11.9,1.0,832.71,0.0,0,Q3
31.0,Male,USA,Los Angeles,3.5,18.0,26.7,8.8,50.9,2.0,11.0,80.85,57.0,31.3,3.4,21.6,7.0,3.0,15.6,27.7,3.0,843.21,3022.0,0,Q3
39.0,Female,Australia,Adelaide,1.7,14.0,33.2,9.2,40.2,3.0,7.0,109.85,46.0,79.3,6.0,17.1,4.0,4.0,36.1,19.8,4.0,765.42,1826.0,0,Q3
39.0,Male,Germany,Hamburg,3.1,14.0,33.6,5.6,70.7,6.0,19.5,122.46,4.0,48.6,5.5,34.4,5.0,2.0,,18.7,3.0,2083.65,895.0,0,Q4
40.0,Female,UK,Glasgow,5.8,26.0,50.9,14.9,25.9,7.0,20.0,170.47,55.0,27.6,9.6,44.5,2.0,4.0,65.5,,2.0,3600.35,3914.0,0,Q2
33.0,Male,Canada,Ottawa,1.8,19.0,34.8,11.3,27.9,10.0,32.0,127.27,73.0,30.8,3.5,42.1,2.0,8.0,72.4,36.5,3.0,4492.66,3483.0,0,Q1
48.0,Male,Germany,Berlin,2.0,19.0,34.6,9.0,41.0,6.0,23.4,198.57,10.0,,7.6,9.3,2.0,,63.3,20.9,2.0,3573.62,3368.0,0,Q4
34.0,Male,USA,New York,5.0,9.0,,4.0,64.9,2.0,11.0,129.69,78.0,41.9,1.0,10.0,4.0,1.0,16.9,16.5,2.0,1574.89,2698.0,0,Q2
34.0,Male,USA,Phoenix,2.5,25.0,52.7,12.8,51.9,6.0,23.0,74.63,39.0,60.4,8.7,43.4,3.0,7.0,46.2,24.7,1.0,1694.4,3477.0,0,Q2
43.0,Female,UK,Leeds,1.7,9.0,,,72.2,3.0,7.800000000000001,114.54,20.0,18.24,6.5,,12.0,2.0,25.2,9.5,3.0,688.5,699.0,0,Q4
46.0,Male,India,Mumbai,0.3,21.0,32.8,15.6,54.3,7.0,26.0,83.04,58.0,24.24,5.1,24.6,7.0,3.0,43.5,26.8,2.0,1688.05,1250.0,0,Q4
44.0,Female,Australia,Perth,1.4,22.0,36.9,9.1,46.4,3.0,10.0,92.91,5.0,24.0,2.8,42.1,9.0,4.0,20.6,19.5,2.0,865.85,1193.0,0,Q1
,Male,India,Delhi,7.0,14.0,31.5,7.8,58.8,6.0,13.0,129.79,1.0,20.3,,29.5,4.0,3.0,24.3,31.7,4.0,1366.89,1375.0,0,Q2
50.0,Male,USA,Chicago,3.9,4.0,18.2,6.0,73.2,2.0,8.0,125.01,9.0,50.8,3.2,12.3,5.0,2.0,18.4,19.1,3.0,936.11,0.0,0,Q1
39.0,Female,USA,Chicago,4.5,35.0,54.9,18.4,22.2,,27.3,81.09,29.0,28.32,,73.1,2.0,3.0,67.1,44.0,1.0,1599.6,6267.0,0,Q4
40.0,Male,USA,Phoenix,2.7,0.0,,5.9,88.6,3.0,8.0,133.45,22.0,86.6,4.1,3.9,4.0,0.0,7.3,20.0,3.0,951.14,2776.0,0,Q3
,Female,Japan,Yokohama,4.5,18.0,39.1,13.3,39.0,6.0,23.0,126.52,38.0,61.5,,38.8,3.0,6.0,51.0,25.1,4.0,2695.59,2662.0,0,Q3
42.0,Male,France,Toulouse,4.2,18.0,31.2,14.5,48.7,,13.0,86.84,34.0,73.3,2.3,25.1,8.0,2.0,38.3,23.9,3.0,1331.32,1277.0,0,Q2
51.0,Male,India,Delhi,1.1,10.0,31.3,7.7,58.8,2.0,14.0,89.42,70.0,35.5,8.7,28.4,11.0,2.0,35.2,24.0,2.0,1299.15,1699.0,0,Q3
47.0,Male,France,Paris,1.8,19.0,33.6,15.0,47.5,8.0,30.0,160.99,66.0,41.8,6.2,36.8,3.0,5.0,39.4,20.1,2.0,5527.58,4794.0,0,Q2
45.0,Male,UK,Glasgow,1.7,19.0,38.0,14.9,51.9,4.0,15.0,82.68,19.0,,,26.8,3.0,6.0,26.1,,1.0,1055.67,1890.0,0,Q3
32.0,Female,Japan,Yokohama,4.7,11.0,24.1,7.3,76.7,1.0,9.0,137.51,9.0,52.4,12.2,16.6,4.0,3.0,37.5,16.0,1.0,1013.11,,0,Q3
40.0,Female,USA,Los Angeles,3.8,4.0,,,71.6,,7.800000000000001,154.45,61.0,38.64,6.4,21.9,5.0,2.0,,14.3,4.0,1041.21,1239.0,0,Q4
18.0,Female,Canada,Montreal,2.8,9.0,25.7,,53.9,2.0,10.0,94.07,16.0,49.4,12.8,0.0,8.0,0.0,11.2,16.2,2.0,946.5,1826.0,0,Q1
29.0,Male,USA,Chicago,3.6,16.0,33.7,8.7,43.7,6.0,14.0,86.63,49.0,73.0,16.7,30.9,8.0,3.0,29.0,20.8,1.0,1007.48,2356.0,0,Q2
48.0,Male,USA,New York,2.6,19.0,33.6,11.0,42.6,12.0,16.0,62.08,3.0,62.0,0.1,17.1,7.0,5.0,31.7,33.0,2.0,818.39,2155.0,0,Q1
46.0,Female,Germany,Munich,0.6,14.0,43.7,13.3,29.7,7.0,26.0,143.88,27.0,91.32,5.9,28.3,4.0,5.0,46.4,31.9,3.0,2749.46,1252.0,0,Q4
60.0,Male,India,Bangalore,0.9,5.0,21.3,10.1,63.9,3.0,11.0,127.9,0.0,29.4,9.9,12.7,7.0,2.0,51.3,24.1,2.0,1486.7,1934.0,0,Q3
18.0,Male,USA,Chicago,4.3,8.0,21.8,10.0,74.0,,13.0,137.38,47.0,51.6,12.4,9.0,5.0,2.0,20.8,14.1,1.0,1362.3,1912.0,0,Q4
33.0,Male,USA,Los Angeles,4.7,9.0,31.8,11.1,51.0,1.0,11.0,191.92,12.0,23.5,2.5,24.4,4.0,,58.3,,2.0,2194.34,488.0,0,Q2
29.0,Male,UK,Birmingham,3.9,2.0,21.1,7.7,64.1,5.0,6.0,66.07,7.0,31.2,,2.8,8.0,3.0,20.4,12.9,3.0,360.11,2030.0,0,Q2
52.0,Male,UK,London,3.0,18.0,45.2,13.9,40.8,3.0,21.0,65.85,34.0,46.2,26.2,35.8,2.0,4.0,67.4,39.1,4.0,1306.24,3530.0,0,Q3
34.0,Female,France,Marseille,7.9,0.0,19.9,4.5,60.3,2.0,5.0,111.28,11.0,,20.5,21.1,6.0,2.0,14.0,18.6,2.0,468.22,0.0,0,Q2
45.0,Female,USA,New York,2.2,0.0,22.9,6.0,67.0,4.0,12.0,140.56,15.0,59.6,1.7,15.6,6.0,0.0,53.1,,4.0,1565.31,,0,Q1
36.0,Female,USA,Chicago,0.7,11.0,39.7,,60.0,6.0,19.5,237.78,49.0,30.36,23.0,32.5,3.0,2.0,,20.9,4.0,4154.67,2158.0,0,Q4
21.0,Female,Germany,Frankfurt,6.8,13.0,35.5,6.0,72.6,6.0,20.0,97.72,6.0,47.2,1.7,19.6,4.0,6.0,1.8,19.8,2.0,1742.15,3232.0,0,Q2
36.0,Female,USA,Chicago,3.7,3.0,18.0,7.2,78.0,3.0,10.4,98.64,21.0,43.68,8.4,5.2,5.0,0.0,26.0,3.7,1.0,845.99,2523.0,0,Q4
18.0,Female,Canada,Ottawa,1.4,4.0,21.1,3.7,44.5,1.0,7.0,114.03,5.0,,4.2,0.0,10.0,2.0,,10.7,2.0,668.35,544.0,0,Q2
20.0,Female,Australia,Sydney,2.1,11.0,24.5,5.7,56.8,3.0,8.0,74.92,47.0,44.2,8.5,24.3,9.0,1.0,30.5,20.9,3.0,701.37,1139.0,0,Q2
40.0,Female,Canada,Toronto,4.8,19.0,49.6,16.9,47.2,4.0,25.0,91.72,67.0,17.1,5.5,37.8,1.0,5.0,65.2,30.7,2.0,2343.35,3220.0,0,Q3
39.0,Male,Canada,Montreal,1.9,4.0,20.8,6.8,61.8,2.0,11.7,74.07,4.0,20.04,2.4,19.0,2.0,4.0,43.0,13.8,2.0,745.2,3088.0,0,Q4
39.0,Female,USA,Chicago,8.7,14.0,44.9,9.9,33.0,5.0,14.0,92.16,25.0,60.6,6.5,21.0,4.0,2.0,57.6,22.9,3.0,1104.05,1454.0,0,Q2
39.0,Female,USA,Chicago,2.1,19.0,41.0,13.5,45.2,8.0,17.0,160.21,107.0,20.3,1.3,41.1,4.0,6.0,38.8,27.8,,2965.46,3086.0,0,Q3
37.0,Female,Germany,Hamburg,1.9,17.0,24.1,8.7,58.6,,12.0,109.72,10.0,40.9,9.5,36.3,5.0,4.0,35.0,17.9,3.0,1268.41,,0,Q1
45.0,Female,USA,Chicago,3.1,3.0,,4.7,61.6,1.0,6.0,125.98,29.0,9.4,13.7,7.1,8.0,1.0,5.2,7.7,1.0,717.02,2265.0,0,Q3
34.0,Female,USA,Los Angeles,1.9,4.0,18.3,7.7,51.2,6.0,9.1,142.2,18.0,7.8,2.7,21.2,,2.0,21.9,15.1,3.0,1097.67,1729.0,0,Q4
55.0,Female,UK,Birmingham,1.6,5.0,18.6,5.8,54.2,1.0,10.4,160.99,17.0,30.84,2.6,30.1,7.0,1.0,14.9,18.6,1.0,1218.71,1359.0,0,Q4
32.0,Male,India,Hyderabad,7.1,8.0,23.6,6.9,59.2,4.0,9.0,189.54,6.0,43.8,1.1,12.0,7.0,4.0,40.5,,2.0,1648.22,1559.0,0,Q1
45.0,Male,Australia,Brisbane,1.8,13.0,29.6,10.0,37.2,4.0,13.0,188.57,22.0,22.5,8.6,34.0,5.0,2.0,63.1,31.2,2.0,2205.6,3188.0,0,Q2
56.0,Male,Germany,Munich,0.9,28.0,39.3,15.2,34.7,4.0,15.0,180.49,13.0,55.2,9.9,45.4,2.0,6.0,41.8,25.5,3.0,2264.75,3611.0,0,Q3
37.0,Female,USA,Los Angeles,0.4,15.0,43.6,,24.5,7.0,21.0,177.88,27.0,,6.6,48.7,2.0,4.0,74.0,36.4,2.0,4021.63,3683.0,0,Q1
31.0,Male,USA,New York,3.0,16.0,44.9,11.9,36.0,4.0,17.0,108.37,33.0,32.9,5.5,26.4,3.0,3.0,23.7,36.4,,1670.76,1906.0,0,Q1
55.0,Female,Canada,Toronto,4.8,13.0,25.9,8.0,66.6,4.0,12.0,96.45,32.0,34.0,,0.5,8.0,1.0,20.4,20.2,,1019.11,3883.0,0,Q3
25.0,Male,UK,London,2.0,4.0,18.5,11.6,52.9,7.0,14.0,116.59,4.0,,5.4,23.2,6.0,3.0,34.2,26.8,3.0,1808.95,,0,Q2
27.0,Female,India,Bangalore,0.7,5.0,25.0,6.6,58.8,,10.0,134.23,1.0,65.8,8.2,17.4,7.0,5.0,41.0,21.7,3.0,1450.3,2142.0,0,Q2
28.0,Female,USA,Los Angeles,0.1,1.0,,3.9,76.4,4.0,8.0,119.26,24.0,55.8,1.0,0.0,6.0,1.0,,9.6,3.0,891.58,1688.0,0,Q1
47.0,Male,Germany,Munich,0.7,11.0,23.5,9.4,68.7,3.0,11.7,105.8,81.0,42.84,7.8,14.7,6.0,3.0,57.7,14.5,4.0,999.6,116.0,0,Q4
42.0,Female,USA,Chicago,3.8,8.0,14.5,4.1,78.3,5.0,9.1,242.23,31.0,79.08,2.1,,4.0,0.0,4.1,14.7,2.0,1740.28,342.0,0,Q4
27.0,Male,France,Lyon,1.1,7.0,20.0,4.5,53.1,3.0,9.0,117.02,1.0,65.3,10.0,17.7,6.0,3.0,26.9,12.9,3.0,889.84,,0,Q1
30.0,Male,USA,Los Angeles,2.8,0.0,26.9,7.5,77.6,1.0,5.0,122.94,38.0,57.4,2.1,16.8,2.0,1.0,,17.7,1.0,519.58,2286.0,0,Q3
21.0,Female,Japan,Kyoto,0.8,11.0,19.0,4.5,74.9,2.0,7.0,120.09,1.0,35.2,6.6,8.6,7.0,1.0,18.1,19.5,1.0,868.84,0.0,0,Q1
37.0,Female,India,Delhi,5.0,9.0,14.8,5.0,77.8,3.0,16.0,225.32,0.0,19.5,10.2,16.0,4.0,,0.0,,2.0,3641.96,,0,Q3
30.0,Male,USA,Phoenix,1.8,14.0,25.7,10.9,44.0,0.0,10.0,92.62,35.0,65.2,,30.8,6.0,4.0,36.4,10.9,3.0,958.63,1246.0,0,Q3
36.0,Male,Germany,Cologne,4.1,4.0,21.7,6.4,61.0,,13.0,124.02,19.0,56.04,1.1,15.1,6.0,2.0,31.0,11.7,1.0,1125.32,,0,Q4
32.0,Female,India,Hyderabad,4.6,8.0,28.6,7.8,76.3,2.0,10.0,125.73,39.0,21.5,9.4,,7.0,5.0,42.9,17.4,2.0,1492.85,3262.0,0,Q2
58.0,Male,Germany,Berlin,0.5,16.0,42.8,15.7,37.8,3.0,15.0,104.71,,20.3,12.5,36.8,5.0,3.0,51.7,29.1,2.0,1350.3,3044.0,0,Q2
58.0,Male,USA,Los Angeles,1.5,11.0,34.2,11.3,37.2,5.0,14.0,153.98,17.0,,2.2,29.1,4.0,5.0,54.9,21.6,2.0,1930.6,3344.0,0,Q3
25.0,Male,UK,London,0.7,11.0,29.8,14.5,70.9,,14.0,183.54,29.0,21.0,1.6,43.0,5.0,5.0,25.7,25.0,4.0,2889.77,1036.0,0,Q3
37.0,Female,Germany,Cologne,2.1,4.0,20.9,6.7,71.8,2.0,6.5,164.69,15.0,50.52,1.6,18.5,11.0,2.0,0.0,16.7,1.0,882.66,1774.0,0,Q4
19.0,Female,UK,Leeds,2.3,7.0,25.4,8.6,70.3,,6.0,240.66,0.0,,11.1,12.2,8.0,3.0,37.6,15.4,4.0,1598.45,,0,Q2
24.0,Male,USA,Los Angeles,1.9,3.0,21.6,2.2,66.9,2.0,6.0,139.5,25.0,40.5,4.4,26.8,6.0,2.0,0.0,5.0,3.0,880.87,,0,Q2
,Male,UK,Manchester,4.4,14.0,17.9,8.2,66.1,,11.7,93.05,25.0,59.28,3.8,20.4,5.0,1.0,24.8,4.4,4.0,798.91,3142.0,0,Q4
28.0,Male,USA,New York,2.7,28.0,37.9,15.9,21.0,6.0,28.6,78.42,38.0,43.08,2.7,39.7,3.0,8.0,69.1,21.6,3.0,1773.73,3618.0,0,Q4
27.0,Male,Germany,Cologne,2.4,13.0,27.2,10.2,49.9,7.0,16.900000000000002,70.01,8.0,38.64,10.9,11.0,5.0,4.0,58.4,18.9,1.0,915.67,1844.0,0,Q4
,Female,India,Bangalore,2.0,15.0,31.0,12.5,62.9,13.0,11.0,69.16,0.0,,5.4,20.8,6.0,2.0,25.4,27.1,1.0,739.29,,0,Q1
25.0,Male,Canada,Vancouver,2.0,14.0,26.2,7.4,49.1,6.0,8.0,161.93,14.0,41.8,0.6,24.7,7.0,2.0,30.7,11.0,2.0,1427.74,,0,Q2
49.0,Female,UK,Birmingham,0.9,3.0,28.5,8.2,57.9,3.0,11.0,78.25,7.0,,4.7,28.4,6.0,1.0,42.6,11.4,1.0,718.98,933.0,0,Q1
37.0,Male,India,Delhi,6.3,1.0,10.8,3.3,59.9,1.0,6.0,103.39,13.0,62.1,11.7,18.0,9.0,0.0,13.5,4.0,,609.15,774.0,0,Q3
40.0,Male,USA,Houston,2.2,6.0,12.0,4.5,68.3,,9.1,129.13,38.0,33.239999999999995,5.3,17.0,7.0,3.0,24.9,16.3,3.0,946.71,0.0,0,Q4
30.0,Female,Canada,Vancouver,3.6,8.0,22.4,5.7,80.3,0.0,10.0,100.27,0.0,37.8,13.4,7.5,6.0,1.0,28.2,19.1,4.0,954.65,1857.0,0,Q1
46.0,Female,USA,Los Angeles,2.8,11.0,32.6,8.9,64.8,2.0,10.4,126.38,33.0,53.64,0.3,9.1,4.0,3.0,9.4,20.4,2.0,1193.89,1412.0,0,Q4
33.0,Male,Australia,Adelaide,0.7,23.0,39.9,11.4,42.8,6.0,15.0,240.11,50.0,9.3,13.5,15.1,3.0,3.0,45.5,24.0,3.0,3710.15,2936.0,0,Q1
48.0,Male,Japan,Yokohama,5.3,16.0,27.2,11.3,50.0,12.0,24.0,63.6,,59.7,6.6,30.3,2.0,4.0,16.6,29.8,1.0,1745.1,3181.0,0,Q2
45.0,Female,UK,Manchester,2.3,16.0,29.1,11.1,59.2,7.0,16.900000000000002,121.24,18.0,24.12,1.5,38.7,2.0,7.0,49.6,34.5,2.0,1709.29,3513.0,0,Q4
35.0,Female,USA,New York,1.7,19.0,22.9,11.6,57.8,4.0,15.0,99.21,71.0,42.4,13.2,20.1,5.0,5.0,37.5,31.1,,1230.52,1742.0,0,Q1
37.0,Female,USA,Houston,9.7,18.0,30.5,11.3,44.6,6.0,16.0,144.14,25.0,70.2,4.8,30.7,2.0,3.0,30.9,16.0,1.0,2337.72,3160.0,0,Q2
24.0,Male,Germany,Frankfurt,5.7,16.0,20.3,8.0,66.7,5.0,15.6,134.21,13.0,48.35999999999999,5.7,48.3,5.0,4.0,39.8,27.5,2.0,1788.34,,0,Q4
36.0,Female,Germany,Berlin,0.3,13.0,33.2,10.6,39.8,9.0,14.0,143.28,72.0,16.8,7.1,22.9,5.0,4.0,7.6,20.6,2.0,2028.29,3303.0,0,Q1
43.0,Male,USA,Chicago,4.3,16.0,39.9,10.8,37.8,4.0,14.0,142.51,,,2.8,35.2,4.0,4.0,35.0,30.8,4.0,1923.74,3052.0,0,Q3
,Male,USA,New York,0.6,16.0,22.6,5.6,50.9,2.0,10.0,109.85,,23.3,0.6,0.0,6.0,0.0,29.1,16.6,2.0,1300.28,2228.0,0,Q2
56.0,Female,Germany,Cologne,1.7,6.0,14.0,5.5,83.1,2.0,5.0,203.82,10.0,,10.5,24.0,2.0,1.0,0.0,13.6,2.0,900.07,2783.0,0,Q1
,Female,UK,Leeds,0.9,31.0,54.5,17.4,30.7,13.0,22.0,119.43,39.0,7.6,1.4,44.3,4.0,8.0,67.6,46.5,1.0,2910.48,4368.0,0,Q3
23.0,Male,France,Paris,2.1,8.0,36.8,6.2,49.1,3.0,10.0,100.91,1.0,,14.8,6.6,6.0,1.0,38.6,24.2,2.0,1075.77,3395.0,0,Q2
,Female,Canada,Toronto,3.9,12.0,31.5,9.7,64.2,7.0,19.5,85.62,4.0,80.88000000000001,8.7,39.8,2.0,5.0,32.8,25.7,2.0,1040.79,4571.0,0,Q4
32.0,Male,UK,Leeds,0.5,25.0,36.3,15.2,63.5,6.0,14.0,105.95,39.0,,3.8,23.9,8.0,8.0,56.8,24.3,3.0,1621.05,3802.0,0,Q2
38.0,Male,India,Delhi,2.9,18.0,29.9,10.2,52.8,5.0,20.0,71.8,26.0,43.8,11.7,21.7,11.0,2.0,,21.8,2.0,1596.13,1449.0,0,Q1
45.0,Female,UK,Manchester,2.1,22.0,26.5,12.8,39.0,10.0,14.0,126.66,44.0,37.7,11.4,21.2,1.0,5.0,52.8,25.7,2.0,1548.66,2512.0,0,Q2
30.0,Female,India,Mumbai,1.8,6.0,18.9,6.8,55.2,5.0,10.0,172.27,10.0,29.9,6.8,4.6,10.0,0.0,6.1,13.8,2.0,1833.68,0.0,0,Q2
40.0,Female,USA,New York,2.9,8.0,,6.5,64.1,4.0,6.0,134.5,35.0,75.6,0.2,7.6,6.0,3.0,0.1,12.8,3.0,762.55,1101.0,0,Q1
55.0,Female,UK,Manchester,3.9,10.0,22.4,14.5,48.7,0.0,16.900000000000002,87.68,8.0,13.44,3.7,18.3,7.0,3.0,5.1,27.8,,1120.92,1599.0,0,Q4
39.0,Female,India,Chennai,0.7,13.0,24.0,6.9,38.3,4.0,8.0,155.11,11.0,41.6,4.2,7.9,4.0,4.0,25.8,22.6,3.0,1126.7,2809.0,0,Q1
52.0,Male,USA,New York,1.4,11.0,32.0,7.4,55.4,5.0,9.0,133.5,0.0,40.7,6.3,18.3,9.0,4.0,7.4,22.4,4.0,966.1,2841.0,0,Q3
55.0,Female,Canada,Vancouver,1.2,28.0,30.2,10.6,35.1,5.0,15.0,97.79,30.0,20.2,12.4,22.8,4.0,2.0,36.2,28.8,1.0,1531.94,3435.0,0,Q3
48.0,Male,Canada,Vancouver,3.5,10.0,25.9,5.8,59.2,5.0,7.0,167.39,30.0,11.9,0.7,8.0,7.0,1.0,37.9,18.5,1.0,1312.55,,0,Q1
38.0,Male,USA,Chicago,4.0,10.0,20.4,11.7,38.4,3.0,16.900000000000002,85.05,1.0,94.44,2.4,20.3,6.0,2.0,16.3,19.6,3.0,1244.69,,0,Q4
,Male,USA,Houston,2.6,15.0,52.4,14.1,23.0,7.0,19.0,157.64,11.0,5.9,4.9,46.1,4.0,,59.1,33.1,2.0,3145.48,3608.0,0,Q1
36.0,Female,Germany,Hamburg,1.1,10.0,,11.8,71.1,8.0,11.0,96.47,20.0,31.8,2.3,27.0,6.0,1.0,,17.5,2.0,928.99,1707.0,0,Q1
38.0,Female,USA,Chicago,1.6,14.0,28.2,11.6,61.2,5.0,17.0,57.66,65.0,33.2,6.4,17.3,4.0,6.0,17.7,25.6,2.0,1115.56,2543.0,0,Q3
,Female,Canada,Ottawa,4.4,7.0,20.4,7.2,58.0,3.0,10.0,100.96,2.0,31.0,15.3,24.3,10.0,3.0,30.8,18.1,2.0,996.78,2152.0,0,Q1
26.0,Female,India,Bangalore,5.1,8.0,24.6,6.0,51.7,2.0,5.0,36.41,6.0,50.2,8.3,24.3,8.0,,12.6,13.2,3.0,197.96,2107.0,0,Q3
24.0,Male,USA,Houston,1.8,9.0,33.2,9.5,48.8,4.0,18.0,106.12,25.0,66.1,2.6,6.4,4.0,1.0,25.5,20.2,4.0,2004.43,3512.0,0,Q2
40.0,Female,USA,New York,3.0,15.0,28.7,7.2,58.6,8.0,9.0,120.99,12.0,45.5,3.8,17.7,3.0,4.0,36.6,19.8,3.0,964.51,913.0,0,Q1
48.0,Other,Germany,Berlin,2.9,4.0,30.3,6.0,67.0,2.0,7.0,98.15,36.0,37.5,6.5,0.0,9.0,2.0,14.3,15.0,4.0,804.06,791.0,0,Q3
18.0,Male,UK,Leeds,5.4,29.0,37.5,10.4,43.8,10.0,22.0,120.79,5.0,42.2,18.9,22.0,5.0,2.0,45.9,21.6,3.0,2424.3,2492.0,0,Q1
46.0,Female,Canada,Calgary,1.2,15.0,44.1,11.8,40.2,11.0,19.5,42.32,14.0,43.440000000000005,6.2,44.8,4.0,9.0,40.5,30.8,2.0,657.79,3892.0,0,Q4
49.0,Male,USA,Chicago,2.0,15.0,23.6,8.3,48.0,5.0,14.3,92.84,2.0,28.08,2.0,37.9,5.0,2.0,22.4,20.8,4.0,977.65,2771.0,0,Q4
41.0,Female,Australia,Melbourne,4.3,29.0,61.1,11.6,39.0,9.0,21.0,129.43,16.0,64.5,4.5,35.4,5.0,3.0,52.2,,3.0,2347.05,4139.0,0,Q1
41.0,Female,USA,Phoenix,0.6,12.0,24.9,5.1,54.3,5.0,16.900000000000002,76.46,28.0,9.839999999999998,1.9,30.8,2.0,4.0,40.3,27.0,3.0,1040.51,3611.0,0,Q4
31.0,Male,Japan,Kyoto,3.0,11.0,11.7,3.6,68.7,2.0,9.1,123.82,27.0,28.08,1.8,21.1,9.0,3.0,11.2,14.7,2.0,978.81,1428.0,0,Q4
18.0,Male,Australia,Perth,2.0,18.0,,,74.2,5.0,15.6,89.39,1.0,61.08,15.7,49.6,5.0,4.0,0.0,25.5,2.0,995.48,2279.0,0,Q4
21.0,Female,Australia,Adelaide,4.8,4.0,14.8,7.2,67.7,1.0,5.0,118.13,36.0,33.3,2.4,30.6,7.0,2.0,22.1,15.9,2.0,531.68,1095.0,0,Q3
32.0,Male,Germany,Frankfurt,3.4,15.0,32.8,9.2,67.5,3.0,12.0,98.24,1.0,44.1,3.9,29.5,5.0,8.0,4.9,23.4,5.0,1294.6,1903.0,0,Q2
44.0,Female,USA,Phoenix,0.8,16.0,34.7,9.9,41.2,8.0,11.0,140.1,41.0,,14.2,13.1,4.0,,56.1,16.1,,1742.11,2397.0,0,Q3
48.0,Female,France,Toulouse,2.4,1.0,6.5,4.3,74.6,2.0,9.0,155.65,25.0,70.2,2.6,,6.0,1.0,0.0,7.8,3.0,1477.71,1593.0,0,Q1
27.0,Male,USA,New York,1.4,23.0,44.1,17.3,53.5,5.0,20.0,185.7,11.0,30.3,4.7,35.0,2.0,8.0,35.6,35.9,3.0,3501.84,2975.0,0,Q1
57.0,Female,USA,New York,1.7,11.0,25.5,,58.0,8.0,14.0,68.28,1.0,69.6,10.4,16.2,4.0,1.0,25.2,22.4,4.0,865.75,,0,Q2
41.0,Male,Germany,Munich,3.1,25.0,34.7,14.3,44.4,,15.0,79.62,27.0,,1.7,42.0,4.0,6.0,49.6,40.2,2.0,1223.65,4014.0,0,Q1
44.0,Female,USA,Phoenix,3.2,13.0,31.0,11.4,39.9,5.0,20.8,108.85,10.0,63.35999999999999,6.1,31.2,10.0,4.0,15.8,,3.0,1543.13,3161.0,0,Q4
53.0,Female,Germany,Berlin,4.1,16.0,25.7,13.9,50.1,11.0,11.0,50.92,13.0,31.2,1.7,24.5,5.0,3.0,33.3,35.6,4.0,560.6,1936.0,0,Q1
40.0,Female,Germany,Hamburg,1.1,14.0,26.1,4.4,41.4,3.0,11.0,104.99,26.0,36.4,5.7,33.2,2.0,5.0,43.4,12.7,3.0,1177.14,787.0,0,Q2
,Female,Japan,Nagoya,1.1,11.0,24.2,3.3,73.3,8.0,15.6,138.8,67.0,49.2,13.6,23.8,4.0,5.0,,18.3,2.0,1622.07,,0,Q4
48.0,Female,Germany,Hamburg,0.3,8.0,26.5,9.8,51.6,4.0,16.900000000000002,116.07,10.0,33.239999999999995,7.2,18.5,9.0,2.0,32.4,21.0,2.0,1648.91,,0,Q4
38.0,Female,USA,Phoenix,4.6,8.0,32.8,4.5,61.9,5.0,13.0,155.41,10.0,54.1,6.4,33.9,5.0,2.0,,25.8,2.0,1735.31,885.0,0,Q1
32.0,Female,France,Lyon,1.6,23.0,38.8,13.9,33.8,4.0,15.0,127.2,6.0,24.1,2.6,44.1,3.0,9.0,55.7,,,1953.59,,0,Q1
45.0,Other,India,Chennai,3.0,12.0,17.3,8.0,61.9,,8.0,193.4,,45.0,4.4,18.1,11.0,1.0,4.0,16.5,2.0,1482.55,2976.0,0,Q2
30.0,Male,USA,Houston,4.0,20.0,34.4,15.0,43.0,,26.0,98.54,27.0,91.92,6.7,42.9,2.0,5.0,32.9,28.3,2.0,2356.74,2135.0,0,Q4
49.0,Female,Australia,Perth,0.3,23.0,42.8,12.7,36.1,,26.0,63.49,11.0,,1.4,28.8,4.0,5.0,65.9,26.8,3.0,1288.61,,0,Q4
55.0,Male,France,Nice,3.6,7.0,32.4,8.5,65.7,7.0,8.0,96.59,48.0,45.6,3.3,9.4,1.0,2.0,0.0,20.0,3.0,897.45,3065.0,0,Q3
43.0,Male,Germany,Cologne,4.7,15.0,31.7,8.8,36.2,,17.0,123.28,35.0,32.3,2.5,28.0,1.0,,33.9,29.3,2.0,2472.98,987.0,0,Q2
54.0,Female,India,Bangalore,1.3,13.0,32.8,,58.3,4.0,16.900000000000002,96.56,31.0,70.92,5.7,20.5,2.0,,6.1,19.8,2.0,1249.04,772.0,0,Q4
