Age,Gender,Country,City,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Signup_Quarter
21.0,Male,USA,Los Angeles,2.7,24.0,43.3,7.5,38.8,11.0,17.0,92.7,24.0,21.7,,30.5,9.0,5.0,31.4,33.3,1.0,1656.56,3136.0,Q2
,Male,Canada,Calgary,1.6,16.0,7.9,4.8,59.7,0.0,10.4,71.14,20.0,44.28,5.9,12.4,9.0,2.0,4.1,14.3,2.0,513.33,,Q4
52.0,Male,USA,New York,1.4,11.0,32.0,7.4,55.4,5.0,9.0,133.5,0.0,40.7,6.3,18.3,9.0,4.0,7.4,22.4,4.0,966.1,2841.0,Q3
53.0,Female,Australia,Melbourne,0.7,26.0,40.5,13.5,49.8,5.0,26.0,134.37,,65.75999999999999,6.8,59.5,2.0,6.0,69.9,25.7,3.0,3206.04,5039.0,Q4
22.0,Female,USA,Los Angeles,2.4,15.0,26.0,10.2,57.3,4.0,28.6,195.52,62.0,7.8,9.9,38.0,5.0,2.0,28.3,31.1,3.0,5130.62,2035.0,Q4
19.0,Female,Germany,Berlin,1.1,16.0,50.0,13.5,53.0,11.0,27.0,44.65,4.0,20.8,4.5,31.9,4.0,2.0,,20.7,1.0,1282.58,,Q3
35.0,Male,USA,New York,0.8,11.0,10.8,7.1,69.9,1.0,15.0,154.59,6.0,51.1,5.5,8.4,13.0,1.0,15.1,8.6,1.0,2758.31,0.0,Q2
56.0,Female,France,Paris,6.3,15.0,31.5,12.1,50.7,13.0,30.0,133.45,,23.3,,38.1,3.0,6.0,87.9,29.8,2.0,3551.67,3044.0,Q1
27.0,Male,UK,Leeds,4.5,19.0,32.9,16.0,45.6,5.0,16.0,98.64,11.0,40.7,,38.4,5.0,6.0,41.0,22.2,3.0,1597.85,1639.0,Q3
35.0,Female,Australia,Sydney,2.7,0.0,20.1,1.6,84.4,3.0,11.7,109.77,14.0,103.92,3.5,,9.0,0.0,12.3,14.1,3.0,1167.36,,Q4
51.0,Female,Germany,Berlin,0.7,8.0,26.7,8.4,57.5,,12.0,163.48,84.0,43.0,1.1,26.5,5.0,2.0,11.3,12.9,2.0,1609.02,1900.0,Q2
23.0,Female,India,Mumbai,2.2,9.0,31.2,8.0,60.6,3.0,11.0,203.77,17.0,7.1,2.9,12.9,5.0,0.0,40.4,19.7,3.0,2550.92,686.0,Q1
27.0,Female,USA,Chicago,5.2,0.0,11.0,4.1,80.6,1.0,1.0,150.27,1.0,,9.1,1.5,8.0,0.0,26.7,1.7,5.0,150.93,1133.0,Q2
54.0,Male,USA,Chicago,4.0,6.0,38.2,10.8,55.3,,17.0,116.64,34.0,76.8,20.8,47.2,5.0,5.0,58.9,30.9,3.0,1730.2,2149.0,Q2
23.0,Male,USA,Phoenix,7.6,16.0,15.0,7.5,73.9,2.0,3.0,103.79,10.0,39.5,7.4,14.0,9.0,2.0,,9.5,3.0,268.96,818.0,Q1
19.0,Male,Germany,Cologne,1.1,3.0,,2.9,74.9,2.0,3.0,189.16,9.0,57.5,10.8,10.7,6.0,1.0,34.2,5.5,2.0,577.85,586.0,Q1
42.0,Male,USA,Chicago,3.5,0.0,10.4,6.4,63.3,1.0,4.0,171.51,90.0,28.5,4.2,0.0,13.0,0.0,16.4,9.8,1.0,711.45,,Q3
42.0,Female,France,Nice,4.4,10.0,15.6,7.5,46.5,6.0,10.0,131.4,113.0,64.4,6.6,10.9,7.0,3.0,36.7,19.5,2.0,1409.69,2454.0,Q2
44.0,Female,Canada,Toronto,1.2,19.0,31.5,10.1,40.7,6.0,18.2,111.2,7.0,63.0,6.9,43.2,4.0,0.0,,31.8,1.0,1580.68,3252.0,Q4
46.0,Female,India,Hyderabad,1.8,11.0,18.7,8.6,70.9,3.0,5.0,325.88,14.0,81.9,3.9,0.0,9.0,0.0,,13.2,3.0,1628.41,1913.0,Q3
43.0,Male,France,Lyon,3.9,7.0,20.9,7.6,78.4,0.0,9.0,113.33,13.0,39.7,0.5,19.5,4.0,0.0,0.8,11.6,1.0,993.69,0.0,Q2
18.0,Female,Australia,Perth,1.2,25.0,38.1,6.4,73.7,5.0,13.0,98.11,52.0,34.4,3.6,42.4,5.0,4.0,53.8,26.2,3.0,1062.01,2172.0,Q3
75.0,Male,USA,Los Angeles,1.9,8.0,21.3,7.2,67.1,4.0,8.0,155.38,7.0,32.1,3.4,32.5,10.0,2.0,25.6,15.4,1.0,1109.67,1833.0,Q1
42.0,Female,UK,Birmingham,0.6,12.0,31.4,13.9,43.8,4.0,13.0,228.39,46.0,11.9,5.7,57.7,3.0,5.0,48.2,35.3,3.0,3471.32,1220.0,Q2
22.0,Female,India,Bangalore,0.1,15.0,37.5,16.7,39.0,9.0,17.0,77.41,0.0,20.5,9.0,21.5,9.0,,54.1,35.5,1.0,1516.76,,Q2
32.0,Female,USA,Houston,0.3,9.0,35.3,13.3,41.2,,14.0,123.14,13.0,28.2,13.2,,5.0,8.0,51.9,17.6,1.0,1409.26,2142.0,Q1
47.0,Female,Japan,Tokyo,1.3,21.0,47.3,14.5,20.7,13.0,23.0,74.94,73.0,12.1,7.2,44.9,3.0,16.0,60.6,52.5,1.0,1700.85,3294.0,Q1
45.0,Male,France,Toulouse,3.9,3.0,9.7,5.5,70.6,2.0,6.5,146.89,10.0,,,0.0,8.0,1.0,3.0,18.4,1.0,629.19,,Q4
36.0,Female,Canada,Vancouver,3.1,3.0,12.1,3.8,66.0,1.0,11.0,97.8,5.0,59.6,1.9,6.7,5.0,0.0,22.1,9.7,3.0,906.27,,Q2
52.0,Male,France,Nice,3.0,20.0,50.4,,34.6,,19.0,51.3,76.0,64.5,2.5,43.8,1.0,5.0,58.6,34.6,1.0,854.56,3442.0,Q2
48.0,Male,USA,Houston,4.0,8.0,21.5,7.1,75.0,0.0,5.0,87.95,2.0,,3.7,13.0,10.0,2.0,,2.8,2.0,454.65,523.0,Q2
50.0,Female,USA,Houston,3.5,9.0,20.7,9.5,52.3,6.0,12.0,180.22,22.0,42.8,7.2,17.2,5.0,1.0,39.9,15.3,2.0,1912.73,1522.0,Q1
47.0,Male,USA,Houston,3.1,24.0,28.9,12.6,61.4,6.0,14.0,66.65,5.0,44.9,7.3,24.9,4.0,7.0,38.3,34.2,2.0,772.22,,Q3
41.0,Female,USA,Houston,1.3,14.0,34.1,9.6,51.5,7.0,13.0,198.17,,33.3,5.9,22.4,7.0,2.0,28.6,20.1,2.0,3010.14,1859.0,Q1
37.0,Female,USA,Houston,2.5,14.0,29.6,8.6,71.7,5.0,13.0,235.22,53.0,40.2,3.1,13.9,4.0,2.0,,25.0,4.0,2499.45,3061.0,Q2
,Female,USA,Phoenix,2.5,19.0,30.3,11.0,55.4,5.0,12.0,103.2,15.0,43.7,5.7,33.0,4.0,5.0,,21.0,1.0,1469.45,3886.0,Q2
50.0,Female,India,Mumbai,3.2,12.0,28.1,7.3,70.8,7.0,11.0,118.83,56.0,32.2,11.1,32.0,9.0,2.0,26.1,26.7,1.0,1229.59,2321.0,Q1
38.0,Female,UK,Leeds,1.6,13.0,33.0,13.3,63.4,0.0,14.0,147.07,2.0,56.6,10.7,20.3,3.0,4.0,53.6,12.1,3.0,2327.74,2338.0,Q1
45.0,Female,France,Toulouse,3.5,9.0,20.6,5.1,74.4,2.0,5.0,229.26,61.0,57.0,9.9,14.1,2.0,2.0,24.3,13.3,2.0,1037.43,2338.0,Q2
40.0,Female,India,Mumbai,4.3,22.0,29.8,9.8,26.6,12.0,15.0,126.88,10.0,69.3,0.0,9.9,4.0,1.0,32.9,22.3,3.0,1829.28,1339.0,Q2
62.0,Female,USA,Chicago,3.6,8.0,13.3,4.4,54.2,3.0,8.0,88.51,23.0,31.3,1.3,0.1,10.0,,0.0,8.3,1.0,567.46,0.0,Q3
53.0,Female,Japan,Tokyo,7.8,12.0,19.5,7.3,80.9,,6.0,115.41,46.0,,1.4,32.3,9.0,1.0,15.7,16.7,2.0,824.58,,Q3
32.0,Male,USA,New York,3.7,9.0,31.6,8.6,52.9,3.0,11.7,138.73,24.0,76.8,2.0,22.9,3.0,4.0,5.1,,5.0,1423.85,2218.0,Q4
46.0,Female,Germany,Berlin,0.8,12.0,18.3,4.4,75.0,3.0,6.0,93.98,27.0,55.6,6.2,0.0,6.0,,27.1,,1.0,550.41,312.0,Q3
45.0,Male,UK,Manchester,0.6,1.0,21.2,4.4,65.5,1.0,14.3,67.27,4.0,88.91999999999999,14.3,,3.0,1.0,31.1,6.7,3.0,617.07,,Q4
51.0,Female,UK,Leeds,0.4,2.0,16.8,6.5,69.2,2.0,4.0,100.64,30.0,56.2,6.2,11.6,3.0,1.0,1.8,15.7,5.0,454.28,,Q1
28.0,Female,Japan,Osaka,3.6,28.0,37.6,11.3,54.3,9.0,23.4,185.06,42.0,63.35999999999999,6.2,32.5,6.0,5.0,66.9,30.0,2.0,3001.22,4262.0,Q4
30.0,Male,UK,Leeds,7.6,15.0,22.0,7.9,55.7,4.0,11.0,280.9,2.0,31.9,1.0,46.5,7.0,0.0,,15.1,4.0,2627.31,1188.0,Q2
44.0,Female,USA,Chicago,2.7,8.0,28.7,11.3,56.4,,13.0,139.98,47.0,,4.2,56.3,4.0,2.0,11.2,16.0,5.0,1845.04,2298.0,Q1
47.0,Male,USA,Chicago,2.9,3.0,20.2,6.8,51.2,5.0,16.0,187.1,6.0,54.2,1.7,6.8,6.0,2.0,21.8,13.1,5.0,2843.85,2158.0,Q1
58.0,Female,Canada,Toronto,5.0,11.0,27.5,7.3,44.3,,11.0,105.36,10.0,40.7,,29.1,4.0,7.0,39.0,9.4,2.0,1303.58,1124.0,Q2
37.0,Male,France,Marseille,0.5,11.0,27.9,7.0,52.2,6.0,16.0,120.79,24.0,41.7,,23.4,4.0,2.0,5.7,20.2,2.0,1954.98,1928.0,Q2
34.0,Male,USA,New York,7.2,15.0,21.1,9.7,48.0,2.0,10.0,105.55,9.0,34.0,7.7,16.1,6.0,,22.5,18.1,2.0,1258.74,1242.0,Q1
27.0,Male,Australia,Sydney,2.7,25.0,29.6,12.4,55.4,8.0,33.800000000000004,120.31,25.0,66.0,0.4,32.2,4.0,5.0,80.2,,2.0,3502.37,3350.0,Q4
66.0,Female,USA,Chicago,4.4,6.0,21.7,6.6,74.9,2.0,6.0,86.07,89.0,28.6,1.8,22.3,2.0,1.0,0.0,22.4,2.0,583.15,250.0,Q3
67.0,Male,Canada,Vancouver,10.0,10.0,24.1,10.1,55.8,10.0,13.0,105.13,18.0,49.0,1.1,13.0,3.0,1.0,33.4,,2.0,1170.72,,Q3
25.0,Male,UK,Leeds,2.1,11.0,27.2,8.8,59.8,3.0,10.0,98.75,12.0,8.5,7.8,27.9,2.0,3.0,24.9,26.5,2.0,876.21,1473.0,Q2
30.0,Male,USA,New York,1.3,34.0,56.6,19.4,14.7,10.0,46.8,117.96,12.0,61.2,4.5,41.3,0.0,3.0,56.4,52.9,1.0,3628.13,3200.0,Q4
,Female,USA,New York,0.5,7.0,17.8,3.9,75.4,3.0,6.5,109.53,6.0,18.6,0.8,,5.0,1.0,34.0,,2.0,474.98,0.0,Q4
30.0,Female,USA,Houston,2.5,16.0,21.4,5.9,64.5,2.0,11.0,109.3,7.0,57.4,9.8,9.4,8.0,3.0,37.0,22.2,3.0,1226.61,3092.0,Q2
46.0,Female,USA,Houston,0.6,1.0,15.5,6.2,46.2,2.0,9.0,157.99,51.0,38.0,,15.4,4.0,3.0,25.4,15.8,2.0,1159.09,1351.0,Q3
27.0,Male,USA,Chicago,6.7,0.0,18.9,5.4,64.8,3.0,9.1,160.29,64.0,59.16,15.1,21.7,7.0,2.0,0.0,20.2,1.0,1096.59,1464.0,Q4
40.0,Male,USA,Phoenix,5.4,25.0,27.0,9.9,37.2,4.0,11.0,119.04,16.0,87.1,3.8,9.1,6.0,3.0,23.2,11.6,1.0,1070.18,2299.0,Q3
46.0,Female,USA,New York,2.1,17.0,40.9,12.8,76.1,5.0,12.0,94.82,21.0,21.1,15.8,31.2,2.0,2.0,52.8,21.5,1.0,1047.75,2627.0,Q3
33.0,Male,Canada,Ottawa,2.4,11.0,34.0,7.3,52.2,5.0,11.0,100.85,44.0,54.7,0.4,12.6,6.0,,25.8,15.0,1.0,1194.94,2155.0,Q2
45.0,Female,Germany,Frankfurt,0.7,22.0,47.3,16.1,21.8,14.0,22.0,92.8,5.0,45.4,5.8,66.4,2.0,9.0,43.2,38.4,1.0,1769.75,4149.0,Q1
45.0,Female,Japan,Tokyo,2.5,8.0,17.0,4.2,71.3,4.0,15.6,165.23,30.0,46.440000000000005,,18.9,5.0,1.0,8.1,16.1,2.0,1982.23,621.0,Q4
44.0,Male,USA,Los Angeles,2.3,5.0,21.0,7.3,50.9,1.0,13.0,90.86,30.0,59.16,,17.9,5.0,1.0,43.1,9.0,2.0,737.95,2563.0,Q4
55.0,Female,UK,Leeds,0.8,3.0,5.3,3.7,67.2,,3.0,117.87,53.0,10.6,11.9,23.2,5.0,2.0,11.8,15.1,3.0,399.91,653.0,Q2
44.0,Male,USA,Houston,1.3,9.0,15.2,7.4,61.7,0.0,10.4,85.72,91.0,32.279999999999994,9.3,6.3,5.0,2.0,27.8,15.6,4.0,607.92,2464.0,Q4
36.0,Male,Canada,Toronto,1.2,3.0,11.7,5.4,71.5,1.0,6.0,136.55,7.0,,,10.2,4.0,1.0,15.3,9.4,2.0,685.06,,Q3
55.0,Male,Australia,Perth,4.9,21.0,34.3,14.7,48.1,7.0,20.0,110.36,65.0,40.3,4.7,32.5,4.0,3.0,47.4,29.0,2.0,1937.3,1538.0,Q1
28.0,Male,Australia,Adelaide,2.0,8.0,24.9,7.9,49.2,5.0,11.0,132.59,29.0,45.0,1.2,37.0,5.0,3.0,57.0,21.2,2.0,1560.99,2526.0,Q3
38.0,Female,USA,Los Angeles,4.9,4.0,20.8,9.7,69.8,4.0,15.6,101.01,5.0,15.36,0.6,7.3,4.0,5.0,20.6,16.1,2.0,1403.86,,Q4
30.0,Other,Germany,Berlin,0.8,0.0,15.6,5.2,83.3,1.0,12.0,143.76,2.0,5.4,7.4,2.4,11.0,2.0,28.8,9.2,2.0,1495.9,1766.0,Q1
43.0,Female,India,Hyderabad,0.2,3.0,7.0,6.1,87.5,0.0,3.0,114.53,34.0,6.8,,25.0,9.0,0.0,,8.8,1.0,277.54,574.0,Q3
41.0,Female,Germany,Munich,8.3,9.0,19.2,,62.7,1.0,7.0,73.58,11.0,20.7,1.5,3.0,7.0,2.0,17.2,4.9,2.0,465.41,705.0,Q1
40.0,Male,Canada,Ottawa,2.2,14.0,43.9,13.1,35.8,12.0,20.0,78.05,90.0,27.5,6.2,30.0,2.0,4.0,67.0,34.8,,1647.2,2609.0,Q3
44.0,Male,USA,Los Angeles,4.7,7.0,19.0,3.6,64.0,4.0,17.0,121.32,3.0,37.3,3.6,24.8,5.0,1.0,14.9,9.5,3.0,1810.55,982.0,Q2
35.0,Female,USA,Phoenix,1.7,4.0,15.6,3.8,83.8,6.0,15.6,84.13,19.0,60.35999999999999,2.8,6.3,11.0,2.0,36.8,8.8,1.0,954.19,3424.0,Q4
46.0,Male,USA,Los Angeles,1.2,22.0,38.1,13.0,25.1,11.0,21.0,110.4,,76.8,7.9,30.2,2.0,,,23.3,3.0,2672.54,1729.0,Q3
37.0,Female,UK,Manchester,6.4,19.0,42.2,6.6,46.6,9.0,22.0,193.13,8.0,44.0,2.1,33.6,1.0,,43.0,30.5,3.0,4701.56,3687.0,Q1
22.0,Female,Canada,Montreal,2.2,6.0,34.6,6.8,43.1,2.0,13.0,158.43,2.0,81.48,16.7,18.4,6.0,1.0,51.0,22.3,3.0,1870.5,128.0,Q4
40.0,Male,Canada,Ottawa,0.8,6.0,16.5,6.2,62.8,4.0,10.0,117.14,11.0,19.3,0.8,11.7,4.0,1.0,,14.4,3.0,990.38,1980.0,Q3
18.0,Female,UK,Birmingham,2.2,9.0,21.3,8.3,73.7,6.0,9.0,178.06,72.0,,8.1,16.2,11.0,4.0,27.0,21.0,2.0,1489.25,,Q2
40.0,Other,USA,Chicago,2.1,10.0,28.9,3.4,53.6,7.0,9.0,73.31,27.0,10.9,,13.8,5.0,2.0,12.8,26.2,3.0,557.99,2843.0,Q2
50.0,Female,UK,Birmingham,2.1,5.0,,11.2,64.3,2.0,14.0,194.82,2.0,51.5,4.0,29.3,7.0,4.0,21.3,13.6,3.0,2735.73,2756.0,Q1
29.0,Male,Germany,Munich,1.8,2.0,9.2,5.7,70.0,1.0,5.0,93.29,17.0,33.0,,0.0,8.0,0.0,5.2,10.1,1.0,406.97,1169.0,Q2
,Female,Canada,Vancouver,2.5,0.0,,5.2,91.4,0.0,3.9,163.99,37.0,68.64,4.4,2.5,10.0,0.0,0.0,6.5,3.0,546.11,63.0,Q4
62.0,Male,USA,Chicago,3.4,14.0,17.2,6.4,60.0,2.0,16.0,163.28,69.0,69.2,6.4,20.9,6.0,1.0,31.5,12.5,1.0,2670.02,2063.0,Q3
44.0,Female,USA,Chicago,2.0,4.0,11.9,2.4,67.1,0.0,5.0,94.89,28.0,10.7,6.0,1.2,5.0,,2.6,12.6,3.0,496.08,,Q3
32.0,Other,USA,Phoenix,3.7,15.0,24.0,8.8,68.5,7.0,14.3,108.58,34.0,43.32,0.4,32.5,11.0,3.0,,20.4,1.0,1345.34,2013.0,Q4
42.0,Female,USA,Houston,4.2,5.0,14.8,4.8,80.3,0.0,8.0,128.21,3.0,74.2,3.0,15.0,10.0,0.0,39.0,8.3,4.0,1154.56,3010.0,Q1
40.0,Male,UK,Manchester,1.7,12.0,15.8,5.5,64.7,2.0,12.0,92.01,12.0,59.9,,12.0,7.0,2.0,0.0,,1.0,978.02,1637.0,Q1
45.0,Male,Australia,Adelaide,2.4,18.0,33.1,11.9,42.2,5.0,14.0,44.1,11.0,6.7,2.1,16.0,3.0,6.0,53.7,30.6,1.0,574.08,,Q3
39.0,Male,USA,Chicago,5.0,15.0,18.6,,62.5,1.0,13.0,114.26,16.0,23.76,0.6,3.4,7.0,0.0,11.3,9.5,2.0,1031.44,1500.0,Q4
33.0,Female,Australia,Adelaide,0.7,16.0,23.2,4.5,52.7,0.0,6.0,75.03,30.0,44.9,4.2,3.2,10.0,,10.9,26.5,3.0,439.71,1357.0,Q1
41.0,Male,Australia,Sydney,3.6,16.0,35.1,13.2,32.9,,17.0,113.32,7.0,41.6,2.8,23.1,10.0,6.0,55.6,19.9,2.0,1554.2,1371.0,Q2
30.0,Female,UK,Birmingham,0.1341411768466749,4.0,18.2,4.8,36.9,6.0,96.0,123.75,14.0,18.5,80.75798303148936,8.4,11.0,2.0,17.8,7.2,2.0,986.27,,Q1
30.0,Female,UK,Glasgow,2.1,11.0,23.1,8.3,79.0,,8.0,104.64,51.0,54.6,7.8,13.2,6.0,0.0,49.0,,3.0,712.08,1611.0,Q2
29.0,Female,India,Hyderabad,3.0,15.0,32.1,9.3,46.4,4.0,14.3,73.51,3.0,54.84,4.2,1.3,4.0,2.0,25.7,,1.0,692.97,1013.0,Q4
29.0,Male,Japan,Osaka,2.5,0.0,26.2,3.9,79.4,4.0,10.0,113.23,,37.8,8.6,1.5,6.0,1.0,4.5,5.3,1.0,933.17,196.0,Q2
18.0,Female,UK,Leeds,2.7,6.0,9.0,5.4,49.2,3.0,6.5,282.81,6.0,38.28,4.4,0.0,8.0,2.0,24.4,14.1,2.0,1396.52,339.0,Q4
29.0,Female,USA,Chicago,3.0,9.0,23.7,5.2,51.2,6.0,11.0,159.99,8.0,57.2,6.7,24.7,1.0,3.0,28.4,,1.0,1440.72,3035.0,Q3
29.0,Female,USA,New York,1.9,14.0,23.1,11.4,46.5,5.0,13.0,136.22,21.0,9.1,3.5,16.4,4.0,6.0,49.7,18.3,2.0,1793.13,,Q2
47.0,Female,USA,Phoenix,0.6,0.0,16.8,,68.3,4.0,8.0,204.04,8.0,35.1,7.5,0.0,8.0,0.0,23.1,11.8,3.0,1773.26,1381.0,Q3
41.0,Male,UK,Leeds,2.7,15.0,20.8,9.5,63.4,4.0,11.0,149.79,,23.2,4.9,15.9,7.0,2.0,11.1,11.1,3.0,1817.95,2254.0,Q3
33.0,Male,USA,Los Angeles,0.4,19.0,33.7,13.1,41.9,3.0,16.0,102.97,7.0,28.8,7.5,5.8,4.0,3.0,40.9,25.0,3.0,1671.84,3066.0,Q3
39.0,Female,India,Bangalore,2.3,19.0,36.2,,41.4,11.0,17.0,88.45,19.0,59.9,20.7,32.6,6.0,2.0,46.1,,3.0,1660.0,2567.0,Q2
34.0,Male,USA,Chicago,2.2,16.0,22.3,,69.3,4.0,6.0,72.2,28.0,42.2,22.8,9.1,11.0,,40.0,24.8,3.0,416.05,1748.0,Q3
38.0,Female,UK,Leeds,3.4,20.0,30.1,,37.8,6.0,14.0,111.34,5.0,8.2,2.0,42.1,4.0,2.0,,28.2,2.0,1670.73,2693.0,Q2
45.0,Male,Japan,Tokyo,5.3,5.0,19.3,7.6,75.8,5.0,11.0,83.36,81.0,50.0,0.7,5.9,2.0,2.0,45.6,19.9,2.0,1031.68,2343.0,Q3
20.0,Female,UK,Glasgow,1.6,27.0,35.7,7.1,46.0,,15.0,97.73,1.0,40.4,4.8,29.2,6.0,6.0,42.7,,3.0,1277.19,1676.0,Q3
29.0,Male,UK,London,1.4,3.0,10.2,5.4,87.2,1.0,3.9,67.51,0.0,,8.1,0.0,6.0,0.0,3.7,7.0,2.0,217.37,1164.0,Q4
40.0,Female,Canada,Montreal,2.2,4.0,13.8,7.5,60.4,3.0,6.0,163.8,69.0,46.9,16.1,4.7,1.0,1.0,34.3,9.7,4.0,908.73,501.0,Q3
27.0,Male,UK,Glasgow,1.1,12.0,45.9,10.5,21.1,4.0,27.3,187.26,16.0,44.52,0.7,27.4,1.0,3.0,65.0,24.7,2.0,4120.85,2944.0,Q4
32.0,Female,France,Toulouse,1.9,0.0,23.8,,72.7,0.0,4.0,50.62,10.0,45.6,5.2,3.1,12.0,0.0,0.0,1.5,2.0,184.64,836.0,Q1
37.0,Female,UK,Manchester,3.0,0.0,27.4,,50.4,2.0,8.0,195.09,2.0,10.3,9.5,4.9,5.0,2.0,43.7,9.6,1.0,1516.83,1305.0,Q1
52.0,Male,USA,Houston,1.6,7.0,33.2,9.5,53.3,5.0,14.3,84.61,26.0,43.32,4.4,34.5,1.0,,39.3,24.2,,766.04,918.0,Q4
18.0,Female,France,Toulouse,3.6,16.0,47.3,8.9,32.5,13.0,19.0,97.4,28.0,72.4,2.5,32.9,3.0,7.0,,26.7,1.0,1843.36,2979.0,Q1
34.0,Female,USA,Chicago,1.2,24.0,36.1,8.9,46.6,5.0,17.0,120.25,62.0,39.1,6.7,51.5,5.0,3.0,62.4,33.5,2.0,2359.55,,Q1
50.0,Male,Canada,Montreal,4.1,13.0,32.9,8.5,69.5,6.0,13.0,183.25,85.0,2.9,1.9,27.4,4.0,5.0,29.8,17.0,2.0,2198.68,2479.0,Q1
53.0,Male,Canada,Toronto,0.5,24.0,37.6,13.2,25.9,10.0,23.4,220.1,19.0,62.28,13.0,43.0,1.0,7.0,51.4,30.0,1.0,4659.67,2661.0,Q4
36.0,Female,Canada,Calgary,0.7,10.0,47.0,14.1,31.6,12.0,17.0,116.23,23.0,49.2,1.3,32.2,1.0,2.0,59.9,31.1,2.0,1630.02,3380.0,Q2
48.0,Female,Australia,Melbourne,1.5,16.0,39.7,9.8,47.2,12.0,22.0,183.76,11.0,64.6,2.9,20.0,4.0,9.0,22.4,29.4,2.0,3815.16,1737.0,Q1
,Male,USA,Chicago,0.7,25.0,29.3,13.5,52.9,4.0,16.0,111.4,16.0,64.2,12.1,12.6,6.0,4.0,12.3,20.2,1.0,1446.14,3470.0,Q1
22.0,Female,USA,Phoenix,1.4,23.0,36.3,15.6,21.8,,29.0,113.32,3.0,24.2,6.6,31.7,4.0,8.0,41.8,37.8,2.0,3813.54,4045.0,Q2
57.0,Male,Germany,Cologne,1.7,22.0,38.2,16.2,45.0,8.0,28.6,187.3,49.0,96.36,2.5,58.3,2.0,7.0,52.9,,3.0,4825.14,,Q4
39.0,Female,Australia,Brisbane,2.0,11.0,35.9,10.2,50.8,5.0,13.0,172.06,9.0,18.2,2.1,42.8,4.0,5.0,,15.4,3.0,2607.21,3876.0,Q3
25.0,Female,Australia,Brisbane,0.4,4.0,35.2,9.6,63.9,4.0,13.0,139.05,36.0,14.4,14.8,26.3,6.0,8.0,48.8,23.7,3.0,1754.71,1712.0,Q3
51.0,Female,USA,Chicago,3.1,22.0,39.2,16.1,36.2,6.0,25.0,125.39,24.0,20.7,2.9,34.8,2.0,7.0,38.9,37.5,3.0,3714.84,3823.0,Q1
29.0,Female,UK,London,1.1,0.0,20.3,3.1,62.6,3.0,-4.0,116.75,7.0,25.3,8.4,14.4,6.0,4.0,18.2,14.8,3.0,1047.89,0.0,Q2
42.0,Male,UK,Leeds,3.0,17.0,11.5,8.2,65.7,3.0,5.0,156.76,18.0,68.6,18.7,6.9,10.0,2.0,0.0,14.6,1.0,699.25,23.0,Q3
45.0,Male,USA,Chicago,9.1,12.0,30.7,11.9,61.7,9.0,13.0,123.71,,50.9,3.2,23.0,5.0,3.0,18.3,21.7,2.0,1775.21,2019.0,Q1
19.0,Male,UK,Leeds,0.4,13.0,21.6,5.4,54.7,3.0,8.0,128.87,72.0,38.2,6.3,21.5,6.0,2.0,23.0,11.1,4.0,955.7,1759.0,Q1
40.0,Female,India,Delhi,4.3,7.0,27.0,8.2,64.9,3.0,11.7,65.25,16.0,15.6,2.6,8.8,6.0,3.0,14.1,16.9,2.0,640.52,1093.0,Q4
33.0,Female,Germany,Berlin,5.3,4.0,22.1,5.0,71.7,,5.0,116.45,6.0,18.8,2.8,14.5,3.0,2.0,23.9,9.5,2.0,670.5,1114.0,Q2
54.0,Female,France,Paris,0.9,9.0,30.9,6.9,56.9,4.0,23.4,177.13,8.0,9.839999999999998,18.0,10.2,8.0,2.0,43.4,17.6,,2906.38,,Q4
,Male,Canada,Ottawa,5.4,19.0,28.9,8.9,35.5,2.0,10.4,74.54,19.0,43.8,4.5,13.4,7.0,5.0,37.7,25.5,1.0,500.36,1231.0,Q4
,Female,UK,Glasgow,4.5,4.0,11.1,4.8,77.0,4.0,7.0,192.81,51.0,47.2,4.3,6.4,9.0,1.0,,13.3,3.0,1570.83,259.0,Q1
45.0,Female,USA,Houston,2.9,1.0,28.6,7.7,59.9,3.0,13.0,92.31,28.0,18.0,3.5,32.8,8.0,,40.9,30.1,2.0,1057.72,1687.0,Q1
55.0,Female,UK,Glasgow,1.6,13.0,15.8,8.8,65.4,0.0,11.0,108.9,14.0,50.8,,10.9,6.0,1.0,25.9,11.6,5.0,1381.06,,Q2
43.0,Male,UK,London,3.5,11.0,36.2,9.9,37.7,4.0,15.6,55.97,49.0,13.44,3.6,15.6,5.0,4.0,26.9,31.8,1.0,713.37,1687.0,Q4
31.0,Female,USA,Phoenix,4.5,18.0,29.7,11.6,55.7,7.0,16.0,131.56,17.0,,8.5,41.8,6.0,5.0,26.7,27.0,2.0,1733.73,3555.0,Q2
42.0,Male,USA,Houston,2.7,4.0,25.2,10.3,60.7,6.0,10.4,124.93,7.0,,1.8,21.4,5.0,7.0,32.3,16.1,2.0,986.62,2199.0,Q4
39.0,Male,Australia,Perth,4.3,5.0,,9.0,61.2,3.0,5.0,60.29,16.0,56.3,4.0,18.8,8.0,3.0,3.4,12.2,3.0,269.52,0.0,Q1
